"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USC00452675","EVERETT, WA US","2010-11",,"95","0",,,"0","0","0","5","1","2","0","13","0","0.0",,"73","1210","548",,"0.0","43.9","49.9","38.0",,,,
"USC00452675","EVERETT, WA US","2010-12",,"95","0","22","12","0","0","0","4","0","0","0","24","0","0.0","1.06","56","1820","610","4.74","0.0","43.2","49.4","37.0",,,,
"US1WAPR0047","PUYALLUP 2.1 NW, WA US","2010-09",,,,"16","13",,,,,,,,,,,"0.72",,,,"3.39",,,,,,,,
"US1WAPR0047","PUYALLUP 2.1 NW, WA US","2010-10",,,,"14","10",,,,,,,,,,,"0.64",,,,"4.09",,,,,,,,
"US1WAPR0047","PUYALLUP 2.1 NW, WA US","2010-11",,,,"24","14",,,,,,,,,,,"1.27",,,,"6.13",,,,,,,,
"US1WAPR0047","PUYALLUP 2.1 NW, WA US","2010-12",,,,"22","15",,,,,,,,,,,"1.01",,,,"6.04",,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-01","8.1","0","0","23","12","0","0","0","0","0","0","0","35","0","0.0","1.07","60","2524","559","6.18","0.0","47.0","51.4","42.5","160","160","32.0","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-02","7.2","0","0","19","12","0","0","0","1","0","0","0","31","0","0.0","0.44","59","3034","510","3.53","0.0","46.8","53.1","40.5","220","230","25.9","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-03","8.1","0","0","15","6","0","0","0","2","0","0","0","28","0","0.0","0.92","68","3591","557","3.76","0.0","47.0","54.4","39.6","200","200","30.0","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-04","8.9","0","0","19","11","0","0","0","0","0","1","0","34","0","0.0","0.87","70","4056","465","3.50","0.0","49.5","56.5","42.5","190","180","36.9","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-05","7.6","0","0","21","12","0","0","0","0","0","4","0","40","0","0.0","0.45","72","4422","366","2.83","0.0","53.2","60.9","45.5","210","200","30.0","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-06","6.5","2","2","14","11","0","0","0","0","0","7","0","46","0","0.0","0.37","77","4624","202","2.50","0.0","58.3","65.6","51.0","40","230","21.0","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-07","6.5","69","67","4","2","0","0","0","0","0","19","3","50","0","0.0","0.18","95","81","81","0.31","0.0","64.5","74.9","54.2","10","110","21.9","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-08","6.7","147","78","5","2","0","0","0","0","0","20","3","50","0","0.0","0.39","96","147","66","0.64","0.0","65.4","75.2","55.5","20","330","23.0","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-09","6.3","153","7","14","10","0","0","0","0","0","8","0","48","0","0.0","1.49","84","277","130","4.80","0.0","60.9","67.3","54.4","210","240","21.0","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-10","6.5","153","0","13","10","0","0","0","0","0","0","0","37","0","0.0","1.21","68","640","363","5.24","0.0","53.3","59.8","46.8","170","210","25.9","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-11","8.1","153","0","21","14","2","1","0","5","3","1","0","14","1","2.5","1.56","74","1296","655","5.06","2.5","43.2","48.3","38.0","240","230","36.0","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2010-12","9.8","153","0","22","13","0","0","0","2","0","0","0","21","0","0.5","2.19","55","1973","677","8.70","0.5","43.2","47.9","38.4","100","110","38.0","51"
"US1WAKG0045","KENT 1.7 SSE, WA US","2010-01",,,,"23","15","0","0",,,,,,,"0","0.0","0.90",,,,"6.72","0.0",,,,,,,
"US1WAKG0045","KENT 1.7 SSE, WA US","2010-02",,,,"16","10","0","0",,,,,,,"0","0.0","0.58",,,,"3.31","0.0",,,,,,,
"US1WAKG0045","KENT 1.7 SSE, WA US","2010-05",,,,"18","10","0","0",,,,,,,"0","0.0","0.45",,,,"3.47","0.0",,,,,,,
"US1WAKG0045","KENT 1.7 SSE, WA US","2010-07",,,,"5","2","0","0",,,,,,,"0","0.0","0.64",,,,"0.96","0.0",,,,,,,
"US1WAKG0045","KENT 1.7 SSE, WA US","2010-08",,,,"3","2","0","0",,,,,,,"0","0.0","0.28",,,,"0.42","0.0",,,,,,,
"US1WAKG0045","KENT 1.7 SSE, WA US","2010-11",,,,"23","12",,"1",,,,,,,,"4.5","1.42",,,,"5.01","5.0",,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-01",,,,"17","13",,,,,,,,,,,"1.00",,,,"6.15",,,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-02",,,,"16","13",,,,,,,,,,,"0.44",,,,"3.24",,,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-03",,,,"15","12",,,,,,,,,,,"0.94",,,,"5.00",,,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-04",,,,"17","16",,,,,,,,,,,"1.16",,,,"5.23",,,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-05",,,,"16","15",,,,,,,,,,,"0.96",,,,"5.71",,,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-06",,,,"16","14",,,,,,,,,,,"0.93",,,,"5.94",,,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-07",,,,"3","3",,"0",,,,,,,,"0.0","0.43",,,,"0.68","0.0",,,,,,,
"US1WAKG0044","MAPLE VALLEY 2.8 S, WA US","2010-12",,,,"22","14",,,,,,,,,,,"1.14",,,,"8.00",,,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-01",,,,"22","16","0","0",,,,,,,"0","0.0","0.81",,,,"6.56","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-02",,,,"17","13","0","0",,,,,,,"0","0.0","0.52",,,,"3.65","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-03",,,,"17","10","0","0",,,,,,,"0","0.0","1.09",,,,"4.72","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-04",,,,"20","13","0","0",,,,,,,"0","0.0","0.98",,,,"3.88","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-05",,,,"20","14","0","0",,,,,,,"0","0.0","0.37",,,,"3.52","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-06",,,,"14","12","0","0",,,,,,,"0","0.0","0.64",,,,"4.15","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-07",,,,"4","2","0","0",,,,,,,"0","0.0","0.33",,,,"0.49","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-09",,,,"16","11","0","0",,,,,,,"0","0.0","0.72",,,,"4.01","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-10",,,,"12","10","0","0",,,,,,,"0","0.0","1.32",,,,"4.72","0.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-11",,,,"21","15","4","1",,,,,,,"5","4.7","1.36",,,,"5.32","5.0",,,,,,,
"US1WAKG0041","RENTON 3.6 SSE, WA US","2010-12",,,,"21","13","0","0",,,,,,,"0","0.0","2.19",,,,"8.46","0.0",,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-01",,,,"22","16",,,,,,,,,,,"1.03",,,,"7.05",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-02",,,,"19","13",,,,,,,,,,,"0.59",,,,"3.73",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-03",,,,"19","12",,,,,,,,,,,"0.93",,,,"4.84",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-04",,,,"22","13",,,,,,,,,,,"0.98",,,,"4.31",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-06",,,,"13","11",,,,,,,,,,,"0.59",,,,"3.45",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-07",,,,"4","3",,,,,,,,,,,"0.15",,,,"0.40",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-08",,,,"4","1",,,,,,,,,,,"0.33",,,,"0.43",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-09",,,,"16","13",,,,,,,,,,,"1.04",,,,"4.33",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-10",,,,"13","10",,,,,,,,,,,"1.49",,,,"5.52",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-11",,,,"22","15",,,,,,,,,,,"1.34",,,,"5.72",,,,,,,,
"US1WAKG0042","NEWPORT HILLS 1.9 SSE, WA US","2010-12",,,,"25","15",,,,,,,,,,,"2.72",,,,"9.65",,,,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01","4.7","0","0","24","13",,,"0","0","0","0","0","33",,,"1.04","61","2390","543","6.29",,"47.5","52.7","42.2","160","140","30.0","61"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02","3.8","0","0","19","10",,,"0","2","0","0","0","31",,,"0.65","61","2880","490","3.58",,"47.5","54.7","40.3","180","150","21.9","31"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03","5.8","0","0","17","5",,,"0","2","0","1","0","29",,,"0.82","70","3389","508","3.39",,"48.6","56.4","40.8","240","240","25.9","37"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04","6.0","0","0","20","9",,,"0","0","0","2","0","37",,,"0.85","72","3802","413","3.60",,"51.2","58.5","44.0","170","170","32.0","44"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05","5.6","0","0","20","11",,,"0","0","0","6","0","41",,,"0.59","74","4120","318","2.95",,"54.7","62.5","47.0","170","170","25.1","37"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06","4.9","4","4","15","9",,,"0","0","0","8","0","47",,,"0.28","78","4269","149","2.11",,"60.2","67.2","53.2","140","220","19.9","28"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-07","4.3","88","84","3","1",,,"0","0","0","23","2","52",,,"0.17","94","48","48","0.26",,"66.2","76.0","56.3","300","90","15.0","30"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-08","4.3","179","90","5","2",,,"0","0","0","23","3","52",,,"0.37","95","91","43","0.59",,"66.5","75.7","57.4","50","270","18.1","32"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-09","4.5","194","15","14","9",,,"0","0","0","11","0","50",,,"0.94","83","171","81","3.86",,"62.8","69.3","56.4","170","240","19.9","33"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-10","4.7","194","0","17","11",,,"0","0","0","0","0","39",,,"1.05","68","494","322","4.70",,"54.6","61.1","48.1","170","180","25.1","35"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-11","5.6","194","0","20","10",,,"0","5","2","0","0","14",,,"1.35","69","1102","608","4.69",,"44.7","50.3","39.1","190","200","25.1","41"
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-12","5.8","194","0","20","15",,,"0","2","0","0","0","21",,,"2.21","59","1740","638","9.25",,"44.4","49.9","39.0","130","140","29.1","40"
"US1WAKP0036","BREMERTON 2.9 NNE, WA US","2010-09",,,,"20","7",,,,,,,,,,,"0.25",,,,"1.69",,,,,,,,
"US1WAKP0036","BREMERTON 2.9 NNE, WA US","2010-10",,,,"16","10",,,,,,,,,,,"1.28",,,,"5.41",,,,,,,,
"US1WAKP0036","BREMERTON 2.9 NNE, WA US","2010-12",,,,"28","19",,,,,,,,,,,"2.73",,,,"10.89",,,,,,,,
"USC00454169","KENT, WA US","2010-01",,"0","0","23","16","0","0","0","1","0","0","0","32","0","0.0","0.90","60","2481","565","6.28","0.0","46.8","52.2","41.3",,,,
"USC00454169","KENT, WA US","2010-02",,"0","0","16","12","0","0","0","5","0","0","0","29","0","0.0","0.71","63","2974","492","3.95","0.0","46.8","55.4","38.2",,,,
"USC00454169","KENT, WA US","2010-03",,"0","0","16","10","0","0","0","5","0","2","0","27","0","0.0","1.05","73","3493","519","4.22","0.0","48.3","57.7","38.8",,,,
"USC00454169","KENT, WA US","2010-04",,"0","0","19","9","0","0","0","0","0","2","0","34","0","0.0","1.22","71","3921","428","3.78","0.0","50.7","58.5","42.9",,,,
"USC00454169","KENT, WA US","2010-05",,"0","0","17","11","0","0","0","0","0","7","0","40","0","0.0","0.70","74","4254","333","3.25","0.0","54.3","62.8","45.7",,,,
"USC00454169","KENT, WA US","2010-06",,"4","4","10","7","0","0","0","0","0","9","0","45","0","0.0","0.67","77","4423","169","3.09","0.0","59.5","67.4","51.6",,,,
"USC00454169","KENT, WA US","2010-07",,"92","88","5","1","0","0","0","0","0","23","3","49","0","0.0","0.22","93","57","57","0.31","0.0","66.0","77.1","54.9",,,,
"USC00454169","KENT, WA US","2010-08",,"186","95","4","2","0","0","0","0","0","24","4","49","0","0.0","0.36","94","108","51","0.58","0.0","66.4","76.9","55.9",,,,
"USC00454169","KENT, WA US","2010-09",,"201","15","13","8","0","0","0","0","0","11","0","47","0","0.0","1.22","85","212","104","3.49","0.0","61.7","69.2","54.2",,,,
"USC00454169","KENT, WA US","2010-10",,"201","0","13","9","0","0","0","0","0","2","0","35","0","0.0","1.25","70","556","345","4.33","0.0","53.9","61.8","45.9",,,,
"USC00454169","KENT, WA US","2010-11",,"201","0","21","12","0","1","0","6","2","2","0","11","0","1.9","1.50","78","1162","605","4.93","2.4","44.1","51.3","37.0",,,,
"USC00454169","KENT, WA US","2010-12",,"201","0","22","16","0","0","0","3","0","0","0","18","0","0.0","2.23","58","1817","654","7.32","0.0","43.2","48.8","37.6",,,,
"US1WAKP0030","SILVERDALE 5.5 NNW, WA US","2010-02",,,,"16","11",,,,,,,,,,,"1.09",,,,"6.66",,,,,,,,
"US1WAKP0030","SILVERDALE 5.5 NNW, WA US","2010-04",,,,"14","9",,,,,,,,,,,"1.05",,,,"4.09",,,,,,,,
"US1WAKP0030","SILVERDALE 5.5 NNW, WA US","2010-12",,,,"24","20",,,,,,,,,,,"3.07",,,,"14.52",,,,,,,,
"US1WAPR0036","GIG HARBOR 4.3 N, WA US","2010-01",,,,"25","18",,,,,,,,,,,"1.25",,,,"10.08",,,,,,,,
"US1WAPR0036","GIG HARBOR 4.3 N, WA US","2010-02",,,,"20","14",,,,,,,,,,,"0.83",,,,"5.48",,,,,,,,
"US1WAPR0036","GIG HARBOR 4.3 N, WA US","2010-03",,,,"20","12",,,,,,,,,,,"1.15",,,,"5.05",,,,,,,,
"US1WAPR0036","GIG HARBOR 4.3 N, WA US","2010-04",,,,"19","14",,,,,,,,,,,"1.13",,,,"5.07",,,,,,,,
"US1WAPR0036","GIG HARBOR 4.3 N, WA US","2010-05",,,,"16","8",,,,,,,,,,,"0.60",,,,"3.11",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-01",,,,"20","14",,,,,,,,,,,"1.25",,,,"6.67",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-02",,,,"12","9",,,,,,,,,,,"0.50",,,,"2.87",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-03",,,,"17","8",,,,,,,,,,,"1.04",,,,"3.43",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-04",,,,"20","8",,,,,,,,,,,"0.55",,,,"2.96",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-05",,,,"20","14",,,,,,,,,,,"0.55",,,,"3.64",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-06",,,,"16","11",,,,,,,,,,,"0.33",,,,"2.37",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-07",,,,"5","1",,,,,,,,,,,"0.12",,,,"0.21",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-10",,,,"10","7",,,,,,,,,,,"1.00",,,,"3.57",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-11",,,,"21","12",,,,,,,,,,,"0.85",,,,"4.69",,,,,,,,
"US1WAKG0038","SEATTLE 3.5 NW, WA US","2010-12",,,,"23","17",,,,,,,,,,,"2.75",,,,"9.28",,,,,,,,
"US1WAKP0032","BAINBRIDGE ISLAND 2.6 NW, WA US","2010-01",,,,"22","16",,,,,,,,,,,"1.52",,,,"8.46",,,,,,,,
"US1WAKP0032","BAINBRIDGE ISLAND 2.6 NW, WA US","2010-02",,,,"17","9",,,,,,,,,,,"0.83",,,,"3.76",,,,,,,,
"US1WAKP0032","BAINBRIDGE ISLAND 2.6 NW, WA US","2010-03",,,,"17","9",,,,,,,,,,,"0.97",,,,"4.05",,,,,,,,
"US1WAKP0032","BAINBRIDGE ISLAND 2.6 NW, WA US","2010-04",,,,"18","11",,,,,,,,,,,"0.82",,,,"3.30",,,,,,,,
"US1WAKP0032","BAINBRIDGE ISLAND 2.6 NW, WA US","2010-06",,,,"10","8",,,,,,,,,,,"0.28",,,,"1.46",,,,,,,,
"US1WAKP0032","BAINBRIDGE ISLAND 2.6 NW, WA US","2010-08",,,,"5","0",,,,,,,,,,,"0.08",,,,"0.16",,,,,,,,
"US1WAPR0039","WALLER 1.0 SSW, WA US","2010-01",,,,"18","18",,,,,,,,,,,"0.94",,,,"7.58",,,,,,,,
"US1WAPR0039","WALLER 1.0 SSW, WA US","2010-02",,,,"15","12",,,,,,,,,,,"0.52",,,,"3.67",,,,,,,,
"US1WAPR0039","WALLER 1.0 SSW, WA US","2010-03",,,,"14","10",,,,,,,,,,,"1.00",,,,"4.26",,,,,,,,
"US1WAKG0039","FALL CITY 0.4 SW, WA US","2010-04",,,,"20","14",,,,,,,,,,,"1.53",,,,"5.89",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-01",,,,"28","17",,,,,,,,,,,"1.50",,,,"10.96",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-02",,,,"18","12",,,,,,,,,,,"0.90",,,,"5.72",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-03",,,,"18","10",,,,,,,,,,,"1.43",,,,"4.90",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-04",,,,"21","14",,,,,,,,,,,"0.94",,,,"4.98",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-05",,,,"16","9",,,,,,,,,,,"0.55",,,,"3.17",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-06",,,,"18","10",,,,,,,,,,,"0.55",,,,"3.09",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-07",,,,"6","2",,,,,,,,,,,"0.36",,,,"0.62",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-08",,,,"5","1",,,,,,,,,,,"0.20",,,,"0.30",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-09",,,,"21","13",,,,,,,,,,,"1.18",,,,"5.85",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-11",,,,"24","13",,,,,,,,,,,"1.10",,,,"5.91",,,,,,,,
"US1WAKP0031","OLALLA 2.2 NW, WA US","2010-12",,,,"26","19",,,,,,,,,,,"3.65",,,,"13.89",,,,,,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2010-01",,,,"20","16",,,,,,,,,,,"0.89",,,,"6.84",,,,,,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2010-02",,,,"18","13",,,,,,,,,,,"0.48",,,,"3.33",,,,,,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2010-05",,,,"19","11",,,,,,,,,,,"0.83",,,,"4.65",,,,,,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2010-07",,,,"6","1",,,,,,,,,,,"0.22",,,,"0.45",,,,,,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2010-08",,,,"6","2",,,,,,,,,,,"0.31",,,,"0.67",,,,,,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2010-10",,,,"11","8",,,,,,,,,,,"0.76",,,,"2.77",,,,,,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2010-12",,,,"22","16",,,,,,,,,,,"3.05",,,,"9.23",,,,,,,,
"US1WAKG0032","BELLEVUE 0.8 S, WA US","2010-01",,,,"21","17",,,,,,,,,,,"1.09",,,,"6.50",,,,,,,,
"US1WAKG0032","BELLEVUE 0.8 S, WA US","2010-02",,,,"18","13",,,,,,,,,,,"0.59",,,,"3.10",,,,,,,,
"US1WAKG0032","BELLEVUE 0.8 S, WA US","2010-03",,,,"17","12",,,,,,,,,,,"0.83",,,,"4.15",,,,,,,,
"US1WAKG0032","BELLEVUE 0.8 S, WA US","2010-06",,,,"13","9",,,,,,,,,,,"0.44",,,,"1.98",,,,,,,,
"US1WAKG0032","BELLEVUE 0.8 S, WA US","2010-11",,,,"21","15",,,,,,,,,,,"1.11",,,,"4.71",,,,,,,,
"US1WAKG0032","BELLEVUE 0.8 S, WA US","2010-12",,,,"22","15",,,,,,,,,,,"2.55",,,,"9.25",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-01",,,,"21","15",,,,,,,,,,,"1.15",,,,"6.92",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-03",,,,"22","8",,,,,,,,,,,"0.82",,,,"3.03",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-04",,,,"23","9",,,,,,,,,,,"0.53",,,,"2.89",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-05",,,,"23","10",,,,,,,,,,,"0.64",,,,"3.43",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-06",,,,"19","11",,,,,,,,,,,"0.54",,,,"3.32",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-09",,,,"17","10",,,,,,,,,,,"0.98",,,,"4.11",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-10",,,,"16","10",,,,,,,,,,,"1.11",,,,"4.09",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-11",,,,"26","15",,,,,,,,,,,"1.15",,,,"5.41",,,,,,,,
"US1WAKG0033","SHERIDAN BEACH 3.7 S, WA US","2010-12",,,,"24","17",,,,,,,,,,,"2.65",,,,"7.73",,,,,,,,
"US1WASN0067","EVERETT 3.6 S, WA US","2010-03",,,,"16","8",,,,,,,,,,,"0.92",,,,"3.64",,,,,,,,
"US1WASN0067","EVERETT 3.6 S, WA US","2010-04",,,,"19","11",,,,,,,,,,,"1.04",,,,"4.16",,,,,,,,
"US1WASN0067","EVERETT 3.6 S, WA US","2010-05",,,,"20","11",,,,,,,,,,,"0.85",,,,"4.24",,,,,,,,
"US1WASN0067","EVERETT 3.6 S, WA US","2010-06",,,,"16","14",,,,,,,,,,,"0.81",,,,"4.69",,,,,,,,
"US1WASN0067","EVERETT 3.6 S, WA US","2010-09",,,,"22","9",,,,,,,,,,,"2.21",,,,"5.10",,,,,,,,
"US1WASN0067","EVERETT 3.6 S, WA US","2010-10",,,,"14","8",,,,,,,,,,,"0.93",,,,"2.66",,,,,,,,
"US1WASN0067","EVERETT 3.6 S, WA US","2010-12",,,,"26","14",,,,,,,,,,,"1.65",,,,"7.52",,,,,,,,
"US1WAKP0026","KINGSTON 1.7 WNW, WA US","2010-01",,,,"22","15",,,,,,,,,,,"1.26",,,,"7.93",,,,,,,,
"US1WAKP0026","KINGSTON 1.7 WNW, WA US","2010-02",,,,"17","11",,,,,,,,,,,"0.67",,,,"3.63",,,,,,,,
"US1WAKP0026","KINGSTON 1.7 WNW, WA US","2010-05",,,,"18","12",,,,,,,,,,,"0.69",,,,"3.44",,,,,,,,
"US1WAKP0026","KINGSTON 1.7 WNW, WA US","2010-12",,,,"20","13",,,,,,,,,,,"1.93",,,,"7.10",,,,,,,,
"US1WAPR0042","GIG HARBOR 4.4 NNE, WA US","2010-02",,,,"13","11",,,,,,,,,,,"0.74",,,,"3.93",,,,,,,,
"US1WAPR0042","GIG HARBOR 4.4 NNE, WA US","2010-04",,,,"17","12",,,,,,,,,,,"1.02",,,,"3.86",,,,,,,,
"US1WAPR0042","GIG HARBOR 4.4 NNE, WA US","2010-05",,,,"17","11",,,,,,,,,,,"0.54",,,,"3.52",,,,,,,,
"US1WAPR0042","GIG HARBOR 4.4 NNE, WA US","2010-11",,,,"24","11",,,,,,,,,,,"1.09",,,,"5.82",,,,,,,,
"US1WAPR0042","GIG HARBOR 4.4 NNE, WA US","2010-12",,,,"25","17",,,,,,,,,,,"2.95",,,,"9.94",,,,,,,,
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-01","4.5","0","0","22","13",,,"0","0","0","0","0","34",,,"0.81","61","2408","558","5.64",,"47.0","52.2","41.8","160","170","25.1","40"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-02","3.8","0","0","19","12",,,"0","4","0","0","0","30",,,"0.41","60","2902","493","3.03",,"46.7","54.1","39.3","100","90","21.0","32"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-03","5.1","0","0","18","8",,,"0","3","0","1","0","30",,,"0.96","71","3439","537","3.81",,"47.7","55.9","39.5","160","150","23.0","37"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-04","6.0","0","0","20","11",,,"0","0","0","1","0","33",,,"0.96","71","3878","438","3.43",,"50.4","57.9","42.8","170","190","28.0","43"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-05","5.1","0","0","20","13",,,"0","0","0","4","0","39",,,"0.36","73","4229","351","3.07",,"53.7","61.5","45.8","160","190","23.0","33"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-06","5.1","3","3","14","10",,,"0","0","0","7","0","46",,,"0.39","77","4401","172","2.63",,"59.4","66.5","52.2","170","200","15.0","24"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-07","4.9","70","67","5","2",,,"0","0","0","23","2","49",,,"0.16","92","60","60","0.34",,"65.2","75.3","55.2","310","170","17.0","23"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-08","4.7","149","78","4","2",,,"0","0","0","22","3","49",,,"0.42","93","110","50","0.69",,"65.9","75.4","56.4","310","300","17.0","23"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-09","4.3","160","11","16","11",,,"0","0","0","10","0","47",,,"0.74","83","213","104","3.28",,"61.9","68.6","55.2","310","170","18.1","24"
"USW00094248","RENTON MUNICIPAL AIRPORT, WA US","2010-10","3.6","160","0","15","10",,,"0","0","0","0","0","35",,,"1.01","69","565","351","5.01",,"53.7","60.7","46.7","220","230","19.9","32"
