"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"US1GADK0002","TUCKER 2.3 W, GA US","2017-05-25",,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-05-26",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-05-27",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-05",,,"1.24",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-06",,,"0.48",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-07",,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-08",,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-09",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-10",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-11",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-12",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-13",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-15",,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-16",,,"0.22",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-17",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-18",,,"0.22",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-19",,,"0.19",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-20",,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-21",,,"5.05",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-22",,,"0.12",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-23",,,"0.20",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-24",,,"0.08",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-25",,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-26",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-27",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-28",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-29",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-06-30",,,"0.98",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-10",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-11",,,"0.47",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-12",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-13",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-14",,,"0.21",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-15",,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-16",,,"0.11",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-17",,,"0.61",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-18",,,"0.48",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-21",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-22",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-23",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-24",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-25",,,"0.51",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-26",,,"0.27",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-27",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-28",,,"0.09",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-29",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-30",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-07-31",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-01",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-02",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-03",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-04",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-05",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-06",,,"0.25",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-07",,,"0.84",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-08",,,"0.29",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-09",,,"2.70",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-10",,,"0.75",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-11",,,"0.40",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-12",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-13",,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-15",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-16",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-17",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-18",,,"0.16",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-21",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-22",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-23",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-24",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-25",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-26",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-27",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-28",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-29",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-30",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-08-31",,,"0.71",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-01",,,"0.57",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-02",,,"0.30",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-03",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-04",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-05",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-06",,,"0.29",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-07",,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-08",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-09",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-10",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-11",,,"0.13",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-12",,,"2.37",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-13",,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-14",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-15",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-16",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-17",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-18",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-21",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-22",,,"0.13",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-23",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-24",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-25",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-26",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-27",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-28",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-29",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-09-30",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-01",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-02",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-03",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-04",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-05",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-06",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-07",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-08",,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-09",,,"0.84",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-10",,,"0.09",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-11",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-12",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-13",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-15",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-16",,,"0.42",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-17",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-18",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-21",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-22",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-23",,,"0.30",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-24",,,"1.40",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-25",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-26",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-27",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-28",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-29",,,"0.71",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-30",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-10-31",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-01",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-02",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-03",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-04",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-05",,,"0.71",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-06",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-07",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-08",,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-09",,,"0.37",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-10",,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-11",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-12",,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-13",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-15",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-16",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-17",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-18",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-19",,,"0.27",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-21",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-22",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-23",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-24",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-25",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-26",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-27",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-28",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-29",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-11-30",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-01",,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-02",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-03",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-04",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-05",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-06",,,"0.33",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-07",,,"0.06",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-08",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-09",,,"1.31",,"5.5","6",,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-10",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-11",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-12",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-13",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-15",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-16",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-17",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-18",,,"0.12",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-19",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-20",,,"0.15",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-21",,,"0.97",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-22",,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-23",,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-24",,,"0.12",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-25",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-26",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-27",,,"0.12",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-28",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-29",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-30",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2017-12-31",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-01",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-02",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-03",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-04",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-05",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-06",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-07",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-08",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-09",,,"0.20",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-10",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-11",,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-12",,,"0.22",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-13",,,"0.56",,,,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-15",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-16",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-17",,,"0.11",,"1.5",,,,,,,,,"0.1",,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-18",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-21",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0002","TUCKER 2.3 W, GA US","2018-01-22",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
